Region, District No, District, School No, NCES School Number, School, Email, Title, Status, School Type, Address, Address2, Address3, Address4, City, State, Zipcode, Zip+4, Phone1, Phone2, Fax, Grade Levels, Categories
FIRST TENNESSEE CORE REGIONAL OFFICE,320,HAMBLEN COUNTY,12,4.70E+11,Hillcrest Elementary,davisp@hcboe.net,Principal: Paula Davis,A,Public,407 S  Liberty Hill RD,,,,Morristown,TN,37813,,(423) 586-7472,,(423) 585-3750,"K,1,2,3,4,5",
FIRST TENNESSEE CORE REGIONAL OFFICE,320,HAMBLEN COUNTY,14,4.70E+11,John Hay Elementary,hancem@hcboe.net,Principal: Misty Hance,A,Public,501  Brittain  Court ,,,,Morristown,TN,37814,,(423) 586-1080,,(423) 586-1080,"K,1,2,3,4,5",
FIRST TENNESSEE CORE REGIONAL OFFICE,320,HAMBLEN COUNTY,15,4.70E+11,Manley Elementary,DDICKENSON@HCBOE.NET,Principal: Debra Dickenson,A,Public,551  West  Economy RD,,,,Morristown,TN,37814,,(423) 586-7400,,(423) 585-3766,"PK,K,1,2,3,4,5",
FIRST TENNESSEE CORE REGIONAL OFFICE,320,HAMBLEN COUNTY,18,4.70E+11,Lincoln Heights Elementary,daltonj@hcboe.net,Principal: Janet Dalton,A,Public,215 Lincoln AVE,,,,Morristown,TN,37813,,(423) 586-2062,,(423) 585-3757,"PK,K,1,2,3,4,5",
FIRST TENNESSEE CORE REGIONAL OFFICE,320,HAMBLEN COUNTY,20,4.70E+11,Russellville Elementary,taylors@hcboe.net,"Principal: Samuel K. Taylor, I I I",A,Public,5655  Old  Russellville PIKE,,,,Russellville,TN,37860,,(423) 586-6560,,(423) 585-3796,"P4,P3,K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,987,TENNESSEE PUBLIC CHARTER SCHOOL COMMISSION,8115,,Cornerstone Prep Denver Campus,mlyons@cornerstoneprepmemphis.org,Principal: Michelle Lyons,A,Public Charter,1940 Frayser BLVD,,,,Memphis,TN,38127,,(901) 416-3936,,(901) 416-3938,"K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,987,TENNESSEE PUBLIC CHARTER SCHOOL COMMISSION,8020,4.70E+11,KIPP Antioch College Prep Middle,dcarr@kippnashville.org,Principal: Denon Carr,A,Public Charter,3655 Murfreesboro Pike ,,,,Antioch,TN,37013,,(629) 208-7525,,,"5,6,7",
MID CUMBERLAND CORE REGIONAL OFFICE,940,WILLIAMSON COUNTY,93,4.70E+11,Vanguard Virtual High School,allison.fisher@wcs.edu,Principal: Allison Fisher,A,Public Virtual School,1320 West Main ST,Suite 202,,,Franklin,TN,37064,,(615) 472-5304,,(615) 472-4190,"9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,950,WILSON COUNTY,4,4.70E+11,Barry Tatum Academy,,Principal: Shaun Caven,A,Public,205 Stumpy LN,,,,Lebanon,TN,37090,,(615) 453-3400,,(615) 453-3401,"6,7,8,9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,8015,,Aventura Community School,info@aventuranashville.org,Principal: Natalie Morosi,A,Public Charter,3010 Tuggle AVE,,,,Nashville,TN,37211,,(615) 864-0118,,,"K,1,2,3,4,5,6,7,8",
MID CUMBERLAND CORE REGIONAL OFFICE,630,MONTGOMERY COUNTY,21,,Kirkwood Middle,laura.boss@cmcss.net,Principal: Laura Boss,A,Public,2700 Rossview RD,,,,Clarksville,TN,37043,,,,,"6,7,8",
MID CUMBERLAND CORE REGIONAL OFFICE,987,TENNESSEE PUBLIC CHARTER SCHOOL COMMISSION,8070,,Lester Prep,lharris@lesterprepmemphis.org,Principal: Latasha Harris,A,Public Charter,320 Carpenter ST,,,,Memphis,TN,38112,,(901) 416-3640,,(901) 416-3641,"6,7,8",
MID CUMBERLAND CORE REGIONAL OFFICE,940,WILLIAMSON COUNTY,58,4.70E+11,Jordan Elementary School,chadw@wcs.edu,Principal: Chad Walker,A,Public,9714 Split Log RD,,,,Brentwood,TN,37027,,(615) 472-5270,,,"K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,750,RUTHERFORD COUNTY,86,4.70E+11,Rocky Fork Elementary School,boldens@rcschools.net,Principal: Scott Bolden,A,Public,200 Thunderstorm LN,,,,Smyrna,TN,37167,,,,,"K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,630,MONTGOMERY COUNTY,33,4.70E+11,CMCSS K-12 Virtual School,Erin.Hedrick@cmcss.net,Principal: Erin Hedrick,A,Public Virtual School,1312 Hwy 4813 ,,,,Clarksville,TN,37040,,(931) 553-1116,,(931) 920-9813,"K,1,2,3,4,5,6,7,8,9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,630,MONTGOMERY COUNTY,32,4.70E+11,CMCSS Adult High School,Sheena.Hanserd@cmcss.net,Principal: Dr. Sheena Hanserd,A,Public,430 Greenwood AVE,,,,Clarksville,TN,37040,,(931) 553-1157,,(931) 920-9813,"9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,110,CHEATHAM COUNTY,45,4.70E+11,Cheatham County Virtual School,Andrea.Bringard@ccstn.org,Principal: Dr. Andrea Bringard,A,Public Virtual School,104 Elizabeth ST,,,,Ashland City,TN,37015,,(615) 746-1424,,(615) 792-8921,"9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,987,TENNESSEE PUBLIC CHARTER SCHOOL COMMISSION,8035,,Cornerstone Prep School,ydandridge@cornerstoneprepmemphis.org,Principal: Yolanda Dandridge,A,Public Charter,5221 Cottonwood RD,,,,Memphis,TN,38118,,(901) 416-3640,,,K,
MID CUMBERLAND CORE REGIONAL OFFICE,940,WILLIAMSON COUNTY,72,4.70E+11,Mill Creek Middle School,dawn.poole@wcs.edu,Principal: Dr. Dawn Poole,A,Public,200 York TRL,,,,Nolensville,TN,37135,,(615) 472-5250,,,"6,7,8",
MID CUMBERLAND CORE REGIONAL OFFICE,750,RUTHERFORD COUNTY,85,4.70E+11,Rockvale High School,lukers@rcschools.net,Principal: Steve Luker,A,Public,6545 Highway 99 ,,,,Rockvale,TN,37153,,(615) 893-5812,,(615) 898-7940,"9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,830,SUMNER COUNTY,59,,Liberty Creek Middle School,jason.bennett@sumnerschools.org,Principal: Jason Bennett,A,Public,200 Wolfpack Way ,,,,Gallatin,TN,37066,,(615) 206-3506,,(615) 451-6518,"6,7,8",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,755,4.70E+11,Waverly-Belmont Elementary School,Robin.Shumate@mnps.org,Principal: Dr. Robin Shumate,A,Public,2301 10th Ave South ,,,,Nashville,TN,37204,,(615) 800-7690,,,"K,1,2,3,4",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,8095,4.70E+11,KIPP Academy Nashville Elementary School,tpotter@kippnashville.org,Principal: Tiffany Potter,A,Public Charter,1000 Sevier ST,,,,Nashville,TN,37206,,,,,"K,1,2,3,4",
MID CUMBERLAND CORE REGIONAL OFFICE,940,WILLIAMSON COUNTY,71,4.70E+11,Mill Creek Elementary School,julies1@wcs.edu,Principal: Julie Sparrow,A,Public,100 York TRL,,,,Nolensville,TN,37135,,,,,"K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,8090,4.70E+11,Strive Collegiate Academy,lakendra@strivecollegiate.org,Principal: LaKendra Butler,A,Public Charter,3055 Lebanon PIKE,Suite 300,,,Nashville,TN,37214,,,,,"6,7,8",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,115,4.70E+11,Eagle View Elementary School,Amy.Via@mnps.org,Principal: Dr. Amy Via,A,Public,1470 Eagleview BLVD,,,,Antioch,TN,37013,,(615) 259-4636,,(615) 259-8651,"PK,K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,950,WILSON COUNTY,12,4.70E+11,Green Hill High School,dawsonk@wcschools.com,Principal: Kevin Dawson,A,Public,220 North Greenhill RD,,,,Mt. Juliet,TN,37122,,,,,"9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,940,WILLIAMSON COUNTY,19,4.70E+11,Creekside Elementary School,quenw@wcs.edu,Principal: Quen Williams,A,Public,4239 Glossy Hill RD,,,,Franklin,TN,37064,,,,,"K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,220,DICKSON COUNTY,55,4.70E+11,Burns Middle School,CDuke@dcbe.org,Principal: Dr. Corey Duke,A,Public,88 Bobcat TRL,,,,Burns,TN,37029,,(615) 740-1860,,(615) 740-1866,"6,7,8",
MID CUMBERLAND CORE REGIONAL OFFICE,940,WILLIAMSON COUNTY,69,4.70E+11,Legacy Middle School,,Principal: Alicia Justice,A,Public,2380 Henpeck LN,,,,Franklin,TN,37064,,,,,"6,7,8",
MID CUMBERLAND CORE REGIONAL OFFICE,750,RUTHERFORD COUNTY,89,4.70E+11,Rutherford County Virtual School,supakhanj@rcschools.net,Principal: Jessica Supakhan,A,Public Virtual School,1098 Espey DR,,,,Smyrna,TN,37167,,,,,"3,4,5,6,7,8,9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,750,RUTHERFORD COUNTY,73,4.70E+11,Plainview Elementary School,gonyeam@rcschools.net,Principal: Dr. Mark Gonyea,A,Public,7182 Otter Pond Way ,,,,Christiana,TN,37037,,(615) 904-6790,,(615) 904-3770,"K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,940,WILLIAMSON COUNTY,82,4.70E+11,Thompson's Station Middle School,jasonl@wcs.edu,Principal: Mr. Jason Loudon,A,Public,2638 Clayton Arnold RD,,,,Thompson's Station,TN,37179,,(615) 472-5350,,,"6,7,8",
MID CUMBERLAND CORE REGIONAL OFFICE,751,MURFREESBORO,155,4.70E+11,Salem Elementary School,sia.phillips@cityschools.net,Principal: Anastasia Phillips,A,Public,3275 St. Bernard DR,,,,Murfreesboro,TN,37128,,,,,"PK,K,1,2,3,4,5,6",
MID CUMBERLAND CORE REGIONAL OFFICE,951,LEBANON,12,4.70E+11,Jones Brummett Elementary School,becky.siever@lssd.org,Principal: Becky Siever,A,Public,1530 Hartmann DR,,,,Lebanon,TN,37087,,,,,"PK,K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,830,SUMNER COUNTY,58,,Liberty Creek Elementary,maryday.reynolds@sumnerschools.org,Principal: Mary Day Reynolds,A,Public,400 Wolfpack Way ,,,,Gallatin,TN,37066,,(615) 206-3328,,(615) 451-6518,"K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,987,TENNESSEE PUBLIC CHARTER SCHOOL COMMISSION,8005,4.70E+11,Bluff City High School,tn.info@greendot.org,Principal: Lameika Pegues,A,Public Charter,4100 Ross RD,,,,Memphis,TN,38115,,(901) 730-8157,,,"9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,987,TENNESSEE PUBLIC CHARTER SCHOOL COMMISSION,8015,4.70E+11,KIPP Antioch College Prep Elementary,bkennedy@kippnashville.org,Principal: Brittnee Kennedy,A,Public Charter,3655 Murfreesboro Pike ,,,,Antioch,TN,37013,,(629) 208-7600,,,"K,1,2,3",
MID CUMBERLAND CORE REGIONAL OFFICE,987,TENNESSEE PUBLIC CHARTER SCHOOL COMMISSION,8030,4.70E+11,Nashville Collegiate Prep,info@nashvillecollegiate.org,Principal: Christine Stout,A,Public Charter,1626 Bell RD,,,,Nashville,TN,37211,,(615) 747-6059,,,"K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,220,DICKSON COUNTY,19,4.70E+11,Dickson County Distance Learning Academy,info@dcstn.org,Principal: Dr. Rhiannon Mason,A,Public Virtual School,4000 Hwy 48 N ,,,,Charlotte,TN,37036,,(615) 740-6070,,(615) 789-7032,"K,1,2,3,4,5,6,7,8,9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,630,MONTGOMERY COUNTY,82,4.70E+11,Spanish Immersion @ Barksdale,,Principal: Helen Nicholas,A,Public,1920 Madison ST,c/o Spanish Immersion,@ Barksdale,,Clarksville,TN,37043,,(931) 648-5685,,(931) 553-2087,"K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,987,TENNESSEE PUBLIC CHARTER SCHOOL COMMISSION,8045,,Rocketship NSH3 Antioch,jalexander@rsed.org,Principal: Jessica Alexander,A,Public Charter,5400 Mt. View RD,,,,Antioch,TN,37013,,(615) 975-4145,,,"K,1,2,3,4",
MID CUMBERLAND CORE REGIONAL OFFICE,987,TENNESSEE PUBLIC CHARTER SCHOOL COMMISSION,8095,,Libertas,bob.nardo@clibertasmemphis.org,Principal: Bob Nardo,A,Public Charter,3777 Edenburg DR,,,,Memphis,TN,38127,,(901) 609-3611,,,"K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,740,ROBERTSON COUNTY,15,4.70E+11,Crestview Elementary School,lori.smith@rcstn.net,Principal: Lori Smith,A,Public,1160 Jaden Gavin DR,,,,Springfield,TN,37172,,(615) 384-5588,,(615) 384-9749,"K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,750,4.70E+11,Smith Springs Elementary School,Cherish.Piche@mnps.org,Principal: Dr. Cherish Piche,A,Public,3132 Smith Springs RD,,,,Antioch,TN,37013,,,,,"PK,K,1,2,3,4",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,8100,4.70E+11,RePublic High School,hlabi@republiccharterschools.org,Principal: Halima Labi,A,Public Charter,3307 Brick Church PIKE,,,,Nashville,TN,37207,,,,,"9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,8105,4.70E+11,KA @ The Crossings,lwhite@kayouth.org,Principal: LaTonya White,A,Public Charter,5320 Hickory Hollow PKWY,,,,Antioch,TN,37013,,(615) 810-8370,,,"5,6,7,8",
MID CUMBERLAND CORE REGIONAL OFFICE,830,SUMNER COUNTY,61,,Liberty Creek High School,phillip.holt@sumnerschools.org,Principal: Phillip Holt,A,Public,100 Wolfpack Way ,,,,Gallatin,TN,37066,,(615) 206-3335,,(615) 451-6518,"9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,940,WILLIAMSON COUNTY,66,4.70E+11,Nolensville High School,amy.maffei@wcs.edu,Principal: Amy Maffei,A,Public,1600 Summerlyn DR,,,,Nolensville,TN,37135,,,,,"9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,740,ROBERTSON COUNTY,100,4.70E+11,Robertson County Phoenix Academy,maryjo.holmes@rcstn.net,Principal: Mary Jo Holmes,A,Public,800 M.S. Couts BLVD,,,,Springfield,TN,37172,,(615) 382-2328,,(615) 382-2328,"4,5,6,7,8,9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,8046,4.70E+11,Purpose Prep,lnewman@purposeprep.org,Principal: Lagra Newman,A,Public Charter,220 Venture CIR,,,,Nashville,TN,37228,,(615) 724-0705,,,"K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,8048,4.70E+11,Intrepid College Preparatory Charter School,lstewart@intrepidcollegeprep.org,Principal: Lizzie Stewart,A,Public Charter,5432 Bell Forge Lane East ,,,,Antioch,TN,37013,,(615) 200-0131,,,"5,6,7,8,9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,1,4.70E+11,A. Z. Kelley Elementary,Pippa.Meriwether@mnps.org,Principal: Pippa Meriwether,A,Public,5834 Pettus RD,,,,Antioch,TN,37013,,(615) 941-7535,,,"PK,K,1,2,3,4",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,633,4.70E+11,Thurgood Marshall Middle,joseph.gilkes@mnps.org,Principal: Joseph Gilkes,A,Public,5820 Pettus RD,,,,Antioch,TN,37013,,(615) 941-7515,,,"5,6,7,8",
MID CUMBERLAND CORE REGIONAL OFFICE,940,WILLIAMSON COUNTY,61,4.70E+11,Longview Elementary School,Kathleen.ball@wcs.edu,Principal: Kathy Ball,A,Public,2929 Commonwealth DR,,,,Spring Hill,TN,37174,,(615) 472-5060,,(615) 472-5071,"PK,K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,77,4.70E+11,Cane Ridge High School,michel.wall@mnps.org,Principal: Mrs. Michel Sanchez-Wall,A,Public,12848 Old Hickory BLVD,,,,Antioch,TN,37013,,,,,"9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,750,RUTHERFORD COUNTY,59,4.70E+11,LaVergne Lake Elementary School,Johnsonp@rcschools.net,Principal: Paige Johnson,A,Public,201 David's Way ,,,,LaVergne,TN,37086,,(615) 904-6730,,,"K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,630,MONTGOMERY COUNTY,84,4.70E+11,West Creek Middle,stephanie.whelpley@cmcss.net,Principal: Stephanie Whelpley,A,Public,1200 W Creek Coyote TRL,,,,Clarksville,TN,37042,6385,(931) 503-3288,,,"6,7,8",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,53,4.70E+11,Nashville Big Picture High School,Brenda.diaz@mnps.org,Principal: Ms. Brenda Diaz,A,Public,160 Rural AVE,,,,Nashville,TN,37209,,(615) 353-2081,,(615) 353-2090,"9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,8003,4.70E+11,Lead Academy,tony.majors@leadpublicschools.org,Principal: Dr. Tony Majors,A,Public Charter,1035 1st Ave South ,LEAD College Prep Building,,,Nashville,TN,37210,,(615) 327-5422,,,"9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,950,WILSON COUNTY,90,4.70E+11,Elzie D Patton Elementary School,hollamar100@wcschools.com,Principal: Mary Holland,A,Public,1003 Woodridge Place ,,,,Mt. Juliet,TN,37122,,,,,"P4,P3,K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,750,RUTHERFORD COUNTY,78,4.70E+11,Rockvale Middle School,newberryk@rcschools.net,Principal: Dr. Kelly Newberry,A,Public,6543 Hwy 99 ,,,,Rockvale,TN,37153,,(615) 904-6745,,(615) 904-6746,"6,7,8",
MID CUMBERLAND CORE REGIONAL OFFICE,630,MONTGOMERY COUNTY,88,4.70E+11,Middle College @ Austin Peay State University,theresa.muckleroy@cmcss.net,Principal: Theresa Muckleroy,A,Public,601 College ST,Marks Bldg,,,Clarksville,TN,37044,,(931) 221-1350,,,"11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,630,MONTGOMERY COUNTY,90,4.70E+11,West Creek Elementary,melanie.steinlage@cmcss.net,Principal: Melanie Steinlage,A,Public,1201 W Creek Coyote TRL,,,,Clarksville,TN,37042,6386,(931) 802-8637,,,"PK,K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,830,SUMNER COUNTY,101,4.70E+11,Station Camp Elementary,phillip.holt@sumnerschools.org,Principal: Dr. Phillip Holt,A,Public,1020 Bison TRL,,,,Gallatin,TN,37066,,(615) 230-0387,,(615) 230-8518,"PS,K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,630,MONTGOMERY COUNTY,100,4.70E+11,West Creek High,damaris.luna@cmcss.net,Principal: Damaris Luna,A,Public,1210 W Creek Coyote TRL,,,,Clarksville,TN,37042,6385,(931) 503-1788,,(931) 503-1802,"9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,630,MONTGOMERY COUNTY,105,4.70E+11,Rossview Elementary,madeline.haller@cmcss.net,Principal: Madeline Haller,A,Public,2235 Cardinal LN,,,,Clarksville,TN,37043,1329,(931) 645-1403,,,"PK,K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,750,RUTHERFORD COUNTY,39,4.70E+11,Brown's Chapel Elementary School,goostreek@rcschools.net,Principal: Ms. Kellye Goostree,A,Public,6128 Baker RD,,,,Murfreesboro,TN,37129,,,,(615) 904-6756,"P4,P3,K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,830,SUMNER COUNTY,152,4.70E+11,Portland Gateview Elementary School,karen.jarratt@sumnerschools.org,Principal: Karen Jarratt,A,Public,1098 Gateview DR,,,,Portland,TN,37148,,(615) 323-7638,,(615) 323-0273,"K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,830,SUMNER COUNTY,135,4.70E+11,Knox Doss Middle School at Drakes Creek,mike.hayes@sumnerschools.org,Principal: Mike Hayes,A,Public,1338 Drakes Creek RD,,,,Hendersonville,TN,37075,,(615) 824-8383,,(615) 824-8448,"6,7,8",
MID CUMBERLAND CORE REGIONAL OFFICE,830,SUMNER COUNTY,140,4.70E+11,Portland West Middle School,cam.maclean@sumnerschools.org,Principal: Cam MacLean,A,Public,110 Nolan Private DR,,,,Portland,TN,37148,,(615) 325-8066,,(615) 325-4073,"6,7,8",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,614,4.70E+11,The Academy at Old Cockrill,debbie.booker@mnps.org,Principal: Debbie Booker,A,Public,610 49th AVE,,,,Nashville,TN,37209,,,,,"9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,940,WILLIAMSON COUNTY,54,4.70E+11,Spring Station Middle School,paula.waits@wcs.edu,Principal: Paula Waits,A,Public,1000 Spring Station DR,,,,Spring Hill,TN,37174,,,,(615) 472-5091,"6,7,8",
MID CUMBERLAND CORE REGIONAL OFFICE,750,RUTHERFORD COUNTY,15,4.70E+11,Central Magnet School,ashj@rcschools.net,Principal: Dr. John Ash,A,Public,701 East Main ST,,,,Murfreesboro,TN,37130,,(615) 904-6789,,(615) 904-6788,"6,7,8,9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,750,RUTHERFORD COUNTY,17,4.70E+11,Oakland Middle School,deckerb@rcschools.net,Principal: Brad Decker,A,Public,853 DeJarnette LN,,,,Murfreesboro,TN,37130,,(615) 904-6760,,(615) 904-6761,"6,7,8",
MID CUMBERLAND CORE REGIONAL OFFICE,750,RUTHERFORD COUNTY,21,4.70E+11,Whitworth-Buchanan Middle School,sneeda@rcschools.net,Principal: April Sneed,A,Public,555 Manchester HWY,,,,Murfreesboro,TN,37127,,,,(615) 904-6766,"6,7,8",
MID CUMBERLAND CORE REGIONAL OFFICE,940,WILLIAMSON COUNTY,79,4.70E+11,Summit High School,SarahL2@wcs.edu,Principal: Sarah Lamb,A,Public,2830 Twin Lakes DR,,,,Spring Hill,TN,37174,,,,,"N,9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,951,LEBANON,45,4.70E+11,Winfree Bryant Middle School,Laurie.offutt@lssd.org,Principal: Laurie Offutt,A,Public,1213 Leeville PIKE,,,,Lebanon,TN,37087,,,,,"6,7,8",
MID CUMBERLAND CORE REGIONAL OFFICE,940,WILLIAMSON COUNTY,22,4.70E+11,Clovercroft Elementary School,Elizabeth.vest@wcs.edu,Principal: Dr. Elizabeth Vest,A,Public,9336 Clovercroft RD,,,,Franklin,TN,37067,,,,(615) 472-5181,"K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,8009,4.70E+11,East End Preparatory School,jleckrone@eastendprep.org,Principal: Jim Leckrone,A,Public Charter,1460 McGavock PIKE,,,,Nashville,TN,37216,,,,,"K,1,2,3,4,5,6,7,8",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,8010,4.70E+11,LEAD Cameron,kate.ring@leadpublicschools.org,Principal: Kate Ring,A,Public Charter,1034 1st Avenue South ,,,,Nashville,TN,37210,,(615) 291-6365 ext. 6,,,"5,6,7,8",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,3,4.70E+11,MNPS Virtual School,Kelby.Garner@mnps.org,Principal: Kelby Garner,A,Public Virtual School,4805 Park AVE,Suite 300,,,Nashville,TN,37209,,,,,"4,5,6,7,8,9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,8011,4.70E+11,KIPP Nashville Collegiate High School,mgauthier@kippnashville.org,Principal: Marc Gauthier,A,Public Charter,123 Douglas AVE,,,,Nashville,TN,37207,,(615) 226-4484,,,"9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,8013,4.70E+11,LEAD Southeast,emma.mac@leadpublicschools.org,Principal: Emma Mac,A,Public Charter,531 Metroplex DR,,,,Nashville,TN,37211,,(615) 800-6814,,,"5,6,7,8,9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,950,WILSON COUNTY,87,4.70E+11,Barry Tatum Virtual Learning Academy,cavens@wcschools.com,Principal: Shaun Caven,A,Public Virtual School,351 Stumpy LN,,,,Lebanon,TN,37087,,(615) 453-3400 ext. 2,,(615) 453-3401,"4,5,6,7,8,9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,630,MONTGOMERY COUNTY,95,4.70E+11,Carmel Elementary,melissa.johnson@cmcss.net,Principal: Melissa Johnson,A,Public,4925 Sango RD,,,,Clarksville,TN,37043,7210,(931) 802-5025,,,"PK,K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,740,4.70E+11,Johnson Alternative Learning Center,Myron.Franklin@mnps.org,Principal: Myron Franklin,A,Public,1200 2nd Ave South ,,,,Nashville,TN,37210,,,,,"5,6,7,8,9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,950,WILSON COUNTY,95,4.70E+11,Watertown Middle School,pricek@wcschools.com,Principal: Kayla Price,A,Public,515 W. Main ST,,,,Watertown,TN,37184,,(615) 237-4000,,,"6,7,8",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,8050,4.70E+11,Rocketship Nashville Northeast Elementary,bmiles@rsed.org,Principal: Bobby Miles,A,Public Charter,2526 Dickerson RD,,,,Nashville,TN,37207,,,,,"K,1,2,3,4,5",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,8045,4.70E+11,Valor Flagship Academy,jsprayberry@valorcollegiate.org,Principal: Jackson Sprayberry,A,Public Charter,4527 Nollensville RD,,,,Nashville,TN,37211,,,,,"5,6,7,8,9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,8060,4.70E+11,Explore Community School,sjarrett-thorpe@explore.school,Principal: Stephanie Jarrett-Thorpe,A,Public Charter,707 S 7th ST,,,,Nashville,TN,37206,,,,,"K,1,2,3,4,5,6,7",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,8065,4.70E+11,Knowledge Academies High School,lwhite@kayouth.org,Principal: LaTonya White,A,Public Charter,5320 Hickory Hollow PKWY,,,,Antioch,TN,37013,,,,,"9,10,11,12",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,8070,4.70E+11,Rocketship United,tsteele@rsed.org,Principal: Tygima Steele,A,Public Charter,320 Plus Park BLVD,,,,Nashville,TN,37217,,,,,"K,1,2,3,4",
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,8075,4.70E+11,STEM Prep High School,atilley@stemprepacademy.org,Principal: Ally Tilley,A,Public Charter,1252 Foster AVE,,,,Nashville,TN,37210,,(615) 425-0050,,(615) 425-0051,"9,10,11,12",
